School ,Subjects,lab coat,eyeglasses,facial hair,pencil/pen in pocket,unkempt appearance,test tubes,flasks,microscope,bunsen burner,experimental animals,other (symbols of research),books,filing cabinets,other (symbols of knowledge),solutions in glassware,machines,other (signs of technology),scientist gender,scientist race,overall appearance of scientist,Subjectspost,plab coat,peyeglasses,pfacial hair,ppencil/pen in pocket,punkempt appearance,ptest tubes,pflasks,pmicroscope,pbunsen burner,pexperimental animals,pother (symbols of research),pbooks,pfiling cabinets,pother (symbols of knowledge),psolutions in glassware,pmachines,pother (signs of technology),pscientist gender,pscientist race,poverall appearance of scientist,Subjectspostpost,pplab coat,ppeyeglasses,ppfacial hair,pppencil/pen in pocket,ppunkempt appearance,pptest tubes,ppflasks,ppmicroscope,ppbunsen burner,ppexperimental animals,ppother (symbols of research),ppbooks,ppfiling cabinets,ppother (symbols of knowledge),ppsolutions in glassware,ppmachines,ppother (signs of technology),ppscientist gender,ppscientist race,ppoverall appearance of scientist
Hull ,HUL37,n,y,n,n,n,n,y,n,n,y,acid,n,n,desk,n,n,n,f,don't know,N,HUL37,n,y,n,n,n,y,y,n,n,n,n,n,y,desk,y,n,n,f,don't know,N,HUL37,n,n,n,n,n,n,n,n,n,y,"dnagerous animals, fan, electricity",n,n,desk,n,n,n,f,don't know,S
Hull ,HUL38,y,y,n,y,n,n,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,HUL38,y,n,n,n,n,n,n,n,n,n,"van der Graff generator, liquid nitrogen",n,n,desk,n,n,n,f,don't know,P,HUL38,y,n,n,n,n,y,y,n,n,n,"explosion, chemicals, beaker, goggles",n,n,"desk, shelves",y,n,n,f,don't know,N
Hull ,HUL39,n,y,n,n,y,n,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,N,HUL39,y,y,n,n,n,n,n,n,n,n,bowl of something (?),n,n,desk,n,n,n,m,don't know,P,HUL39,n,y,n,n,n,n,n,n,n,n,"magnifying glass, rocks, lamp",n,n,desk,n,n,n,m,don't know,N
Hull ,HUL40,n,y,n,n,n,y,y,n,n,n,sun,n,n,desk,y,n,n,f,don't know,P,HUL40,y,y,n,y,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,HUL40,n,n,n,n,n,y,y,n,n,n,"fizzing, chemicals, papers",y,n,"desk, shelves",y,n,n,f,don't know,P
Hull ,HUL41,n,y,n,n,n,y,n,n,n,n,lava,n,n,desk,y,n,n,m,don't know,N,HUL41,n,y,n,n,n,y,n,n,n,n,"volcano, lava",n,n,desk,y,n,n,m,don't know,P,HUL41,n,n,n,n,n,y,n,n,n,n,"volcano, eruption, hydrogen, nitrogen , water, lava, beaker",n,n,n,y,n,n,m,don't know,P
Hull ,HUL42,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,N,HUL42,n,n,n,n,n,n,y,n,n,n,robot,n,n,desk,n,n,n,f,don't know,P,HUL42,no secondary post data ,,,,,,,,,,,,,,,,,,,P
Navarrete,NAV1,y,y,n,n,n,y,y,n,n,n,"hydrogen peroxide, borax",n,n,"shelves, desk",y,n,n,m,don't know,P,NAV1,y,y,n,n,n,y,y,n,n,n,"van der Graff generator, carbon dioxide, ice, light source",n,n,"shelves,desk",y,n,n,m,don't know,P,NAV1,n,y,n,n,n,n,n,n,n,n,"liquid nitrogen, dry ice",n,n,desk,n,n,n,f,don't know,P
Navarrete,NAV2,n,n,y,n,n,n,n,n,n,n,"plane, NASA, moon",y,n,desk,n,n,n,m,don't know,P,NAV2,n,n,y,n,y,n,n,n,n,n,n,n,n,"desk, chair",n,n,n,m,don't know,N,NAV2,n,n,n,n,n,n,y,n,n,n,"bubbling, steam",y,n,desk,y,n,n,m,don't know,P
Navarrete,NAV3,n,n,n,n,n,n,n,n,n,n,"sun ,grass",n,n,n,n,n,n,m,don't know,N,NAV3,n,n,n,n,n,n,n,n,n,n,"robot, sun, grass",n,n,n,n,n,n,m,don't know,E,NAV3,n,n,n,n,n,n,n,n,n,n,"new animal, outdoors, sun , grass",n,n,n,n,n,n,m,don't know,P
Navarrete,NAV4,y,n,n,n,n,y,y,n,n,n,"liquid nitrogen, expolsion",n,n,"shelves,desk",y,n,n,m,don't know,P,NAV4,y,n,n,n,n,y,y,n,n,n,lights,n,n,"desk, shelves",y,n,n,f,don't know,P,NAV4,n,n,n,n,n,n,n,n,n,n,"soler heater""=van de graaff, hair standing up	n	y	workbench	n	y(van de graaff)	n	m	don't know	P
NAV5																				
NAV6																				
NAV7																				
NAV8	n	n	n	n	n	n	n	n	n	n	ocean, whale	n	n	n	n	n	n	f	don't know	P
NAV9	y	y	n	y	n	n	y	n	n	n	fumes	n	n	desk, lamp	y	n	n	f	don't know	P
NAV10	n	n	n	y	n	y	n	n	n	n	paper, chemicals, clipboard	n	n	desk 	y	n	n	f	don't know	N
NAV11	n	y	n	n	n	y	y	n	n	n		n	y	workbench	n	n	n	m	don't know	N
NAV12	n	n	n	n	n	n	y	n	n	n	gravity potion, science fair	n	n	desk	y	y	n	m	don't know	P
NAV13	y	y	n	n	n	n	y	n	n	n	experiment, fumes/fog/smoke	n	n	desk	y	n	n	m	don't know	N
NAV14	n	n	n	n	n	y	n	n	n	y	graduated cylinder, albert einstein, unicorn, chemicals, explosions	n	n	workbench	y	n	n	m	don't know	E,S
NAV15	y	n	n	n	n	n	y	n	n	n	chemicals, book	y	n	n	y	n	n	f	don't know	N
NAV16																				
NAV17	n	n	n	n	n	y	y	n	n	n	beaker, chemicals	n	n	workbench	y	n	n	f	don't know	P
NAV18	n	n	n	n	n	n	n	n	n	n	screw driver, computer chip	n	n	desk	n	n	n	m	don't know	P
NAV19	n	n	n	n	n	n	n	n	n	n	plant, tree	n	n	desk	n	n	n	f	don't know	P
NAV20	y	n	n	n	y	y	y	n	n	n	baby lion, penguin, chemicals, lamp	n	n	desk, shelves	y	n	n	m	don't know	N
NAV21	n	y	n	n	n	n	y	n	n	n	flying car, ""flying car chemical"", blueprints	n	n	table, drawers	y	n	n	m	don't know	P
NAV22	n	n	n	n	n	n	n	n	n	n	popcorn, bomb, guns	n	n	n	n	n	n	m	don't know	S
NAV23	n	y	n	n	n	n	y	n	n	n	chemicals, bubbling	n	n	desk	y	n	n	f	don't know	N
NAV24	y	n	n	n	n	y	y	n	n	n	chemicals, no gravity safety goggles	n	n	n	y	y(no gravity machine)	n	f	don't know	P
NAV25	n	y	n	n	n	n	y	n	n	n	robots, tech, chemicals, gadgets	n	n	workbench	y	y(zipper gadget)	n	m	don't know	P
NAV26	y	n	n	n	n	n	n	n	n	n	lightbulbs, batteries, wires	n	n	workbench	n	n	y(laptop)	f	don't know	P
NAV27	n	n	n	n	n	n	n	n	n	n	solar panels, lightbulb, sun, window		n	workbench,desk, cabinets	n	n	n	m	don't know	P
NAV28	n	n	n	n	y	n	n	n	n	n	lightbulbs, electricity	n	n	table 	n	n	n	m	don't know	N
NAV29	n	y	n	n	n	y	y	n	n	n	fridge, chemicals, bubbling	y	n	bookshelf, table	y	n	n	f	don't know	N
NAV30																				
",,,,,,,,,
Navarrete,NAV5,n,n,n,n,n,n,n,n,n,y,"sun, clouds",n,n,n,n,n,n,f,don't know,N,NAV5,n,n,n,n,n,n,n,n,n,n,"sun, clouds",n,n,n,n,n,n,f,don't know,N,NAV5,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV6,n,n,y,n,y,n,y,n,n,y,n,n,n,desk,n,n,n,m,don't know,E,NAV6,n,y,n,n,n,y,y,n,n,n,flower,n,n,desk,n,n,n,m,don't know,N,NAV6,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV7,y,n,n,n,n,y,n,n,n,n,n,n,n,desk,n,n,n,m,don't know,P,NAV7,y,y,n,n,y,n,y,n,n,n,fan thing,n,n,desk,y,n,n,m,don't know,"E,P",NAV7,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV8,n,n,n,n,n,n,n,n,n,n,fan,n,n,"teacher and student, chalkboard, papers",n,n,n,f,don't know,P,NAV8,n,n,n,n,n,n,n,n,n,y,n,n,n,museum,n,n,n,both (drew two people),don't know,"E,S ",NAV8,n,n,n,n,n,n,n,n,n,n,"ocean, whale",n,n,n,n,n,n,f,don't know,P
Navarrete,NAV9,n,n,n,n,n,y,y,n,n,n,explosions,n,y,desk,y,n,n,both (drew two people),don't know,N,NAV9,n,n,n,n,y,y,n,n,n,n,"some machines but can't tell what they are, explosions",n,y,desk,n,n,n,f,don't know,N,NAV9,y,y,n,y,n,n,y,n,n,n,fumes,n,n,"desk, lamp",y,n,n,f,don't know,P
Navarrete,NAV10,n,n,n,n,n,y,n,n,n,n,n,n,n,desk,y,n,n,m,don't know,N,NAV10,n,n,n,n,n,y,t,n,n,n,n,n,n,desk,y,n,n,m,Black or african american,N,NAV10,n,n,n,y,n,y,n,n,n,n,"paper, chemicals, clipboard",n,n,desk ,y,n,n,f,don't know,N
Navarrete,NAV11,n,y,n,n,n,y,y,n,n,n,graduated cylinder,n,n,desk,n,n,n,m,don't know,P,NAV11,y,y,n,n,n,n,y,n,n,n,"van der Graff generator,some machines can't tell what they are",n,n,desk,y,n,n,m,don't know,P,NAV11,n,y,n,n,n,y,y,n,n,n,,n,y,workbench,n,n,n,m,don't know,N
Navarrete,NAV12,n,y,n,n,y,y,y,n,n,n,"explosions, chemicals, potions",n,n,desk,y,y (can't tell what they are),n,m,don't know,E,NAV12,n,y,n,n,y,n,y,n,n,n,"heat and energy, ball shattering",n,n,desk,y,n,n,m,don't know,E,NAV12,n,n,n,n,n,n,y,n,n,n,"gravity potion, science fair",n,n,desk,y,y,n,m,don't know,P
Navarrete,NAV13,y,y,n,n,n,n,n,n,n,n,"beaker,elements, beaker holder",n,n,desk,y,n,n,m,don't know,N,NAV13,y,y,n,n,n,n,y,n,n,n,"robot, sun, grass",n,n,"desk, chair",y,n,n,m,don't know,P,NAV13,y,y,n,n,n,n,y,n,n,n,"experiment, fumes/fog/smoke",n,n,desk,y,n,n,m,don't know,N
Navarrete,NAV14,n,y,n,n,y,y,y,n,n,n,weird machines,n,n,desk,y,y (can't tell what they are),n,m,don't know,E,NAV14,n,y,n,n,y,y,y,n,n,y,explosions and chemicals,n,n,desk,y,n ,n,m ,don't know,E,NAV14,n,n,n,n,n,y,n,n,n,y,"graduated cylinder, albert einstein, unicorn, chemicals, explosions",n,n,workbench,y,n,n,m,don't know,"E,S"
Navarrete,NAV15,y,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,f,don't know,P,NAV15,y,n,n,y,n,y,y,n,n,n,chemicals,n,n,n,y,n,n,f,don't know,P,NAV15,y,n,n,n,n,n,y,n,n,n,"chemicals, book",y,n,n,y,n,n,f,don't know,N
Navarrete,NAV16,n,y,n,n,y,y,y,n,n,n,"chemicals, explosions",n,n,desk,y,n,n,m,don't know,E,NAV16,n,y,n,n,y,y,y,n,n,n,"chemicals, explosions",n,n,desk,y,n,n,m,don't know,E,NAV16,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV17,y,n,n,n,n,y,y,n,n,n,fan,n,n,shelves,y,n,n,f,don't know,N,NAV17,y,n,n,n,n,y,y,n,n,n,fan,n,n,shelves,y,n,n,f,don't know,P,NAV17,n,n,n,n,n,y,y,n,n,n,"beaker, chemicals",n,n,workbench,y,n,n,f,don't know,P
Navarrete,NAV18,n,n,n,n,n,n,n,n,n,n,"3d Printer, wood, air",n,n,desk,n,y (AC),n,f,don't know,N,NAV18,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,f,don't know,N,NAV18,n,n,n,n,n,n,n,n,n,n,"screw driver, computer chip",n,n,desk,n,n,n,m,don't know,P
Navarrete,NAV19,n,n,n,n,n,n,n,n,n,n,robot,n,n,"desk, shelves",n,n,n,m,don't know,E,NAV19,n,n,n,n,n,n,n,n,n,n,"robot, circle machine things    ",n,n,"desk, shelves",n,n,n,m,don't know,"E,P",NAV19,n,n,n,n,n,n,n,n,n,n,"plant, tree",n,n,desk,n,n,n,f,don't know,P
Navarrete,NAV20,n,n,n,n,n,y,y,n,n,y,"bottles, liquids",n,y,shelves,y,n,n,f,don't know,P,NAV20,y,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,NAV20,y,n,n,n,y,y,y,n,n,n,"baby lion, penguin, chemicals, lamp",n,n,"desk, shelves",y,n,n,m,don't know,N
Navarrete,NAV21,y,n,n,n,y,y,y,n,n,n,"explosions,chemicals",n,n,desk,y,n,n,m,don't know,E,NAV21,n,y,n,n,n,n,n,n,n,n,"area 51, ""electric cannon""",n,n,n,n,y,y,m,don't know,N,NAV21,n,y,n,n,n,n,y,n,n,n,"flying car, ""flying car chemical"", blueprints",n,n,"table, drawers",y,n,n,m,don't know,P
Navarrete,NAV22,n,y,n,n,n,n,y,n,n,n,"chemicals, explosions,beaker",n,n,"desk, shelves",y,n,n,m,don't know,"E,S",NAV22,n,y,n,n,n,n,y,n,n,y,frankenstein creation,n,n,n,y,n,n,m,don't know,"E,S ",NAV22,n,n,n,n,n,n,n,n,n,n,"popcorn, bomb, guns",n,n,n,n,n,n,m,don't know,S
Navarrete,NAV23,n,n,n,n,n,y,n,n,n,n,n,n,n,desk,n,n,n,f,don't know,N,NAV23,n,n,n,n,n,y,n,n,n,n,"mask, goggles",n,n,desk,y,n,n,f,don't know,P,NAV23,n,y,n,n,n,n,y,n,n,n,"chemicals, bubbling",n,n,desk,y,n,n,f,don't know,N
Navarrete,NAV24,n,n,n,n,n,y,y,n,n,n,"shrunken scientist, *drawing scribbled out",n,n,desk,y,n,n,f,don't know,N,NAV24,y,n,n,n,n,y,y,n,n,n,"goggles, chemicals, explosion",n,n,desk,y,n,n,f,don't know,P,NAV24,y,n,n,n,n,y,y,n,n,n,"chemicals, no gravity safety goggles",n,n,n,y,y(no gravity machine),n,f,don't know,P
Navarrete,NAV25,n,n,n,n,n,n,y,n,n,n,"explosions, radiation symbol, hazmat suit",n,n,n,y,n,n,don't know,don't know,N,NAV25,n,y,n,n,n,n,y,n,n,n,"hazmat suit, explosion/fire",n,n,n,y,y,"gears, claws",m,don't know,P,NAV25,n,y,n,n,n,n,y,n,n,n,"robots, tech, chemicals, gadgets",n,n,workbench,y,y(zipper gadget),n,m,don't know,P
Navarrete,NAV26,n,n,n,n,n,n,y,n,n,n,"exp on human, chemicals, safety goggles, gloves, mask",n,n,n,y,y,computer,m,don't know,N,NAV26,y,n,n,n,n,n,y,n,n,n,"chemicals, ball, balloon, fan, co2 (sif props)",n,y,desk,y,y (computer),n,f,don't know,P,NAV26,y,n,n,n,n,n,n,n,n,n,"lightbulbs, batteries, wires",n,n,workbench,n,n,y(laptop),f,don't know,P
Navarrete,NAV27,n,n,n,n,n,y,y,n,n,n,"chemicals, bubbling/heat",n,n,"desk,shelves",y,"y (can't tell, fridge)",n,m,don't know,N,NAV27,n,n,n,n,y,n,n,n,n,n,"beakers, goggles, gloves",n,y,desk,y,n,n,m,don't know,N,NAV27,n,n,n,n,n,n,n,n,n,n,"solar panels, lightbulb, sun, window",,n,"workbench,desk, cabinets",n,n,n,m,don't know,P
Navarrete,NAV28,n,y,n,n,y,n,n,n,n,n,battery(?),n,n,newspaper,n,n,battery,m,don't know,N,NAV28,n,n,n,n,y,n,n,n,n,n,"battery, circuit",y,n,n,n,n,battery,m,don't know,N,NAV28,n,n,n,n,y,n,n,n,n,n,"lightbulbs, electricity",n,n,table ,n,n,n,m,don't know,N
Navarrete,NAV29,n,y,n,n,n,n,y,n,n,n,pot ,n,n,n,y,n,n,m,don't know ,N,NAV29,n,y,n,n,n,n,y,n,n,n,bubbling solution,n,n,n,y,n,n,m,don't know,P,NAV29,n,y,n,n,n,y,y,n,n,n,"fridge, chemicals, bubbling",y,n,"bookshelf, table",y,n,n,f,don't know,N
Navarrete,NAV30,n,n,n,n,n,n,n,n,n,y,"hazard warnings, chemicals, goggles",n,y,n,y,n,n,m,don't know,"N,S",NAV30,n,n,n,n,n,n,n,n,n,y,"mutant, warnings, beaker, goggles, liquid nitrogen, h2o",n,n,n,y,n,n,m/f (2),don't know,"N,S",NAV30,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV31,n,n,n,n,n,y,y,n,n,n,"window,moon,chemicals",n,n,"shelves,table",y,n,n,f,don't know,P,NAV31,y,n,n,n,n,n,y,n,n,n,"human/corpse, goggles, lightning, clouds, moon",y,n,bookcase,n,n,n,f,don't know,S,NAV31,n,n,n,n,n,n,y,n,n,n,"chemicals, spilling, bubbling",n,n,workbench,y,n,n,f,don't know,N
Navarrete,NAV32,y,n,n,n,y,n,y,n,n,n,"beakers, chemicals, explosions, goggles",n,n,desk,y,n,n,m,don't know,"E,N",NAV32,y,n,n,n,n,n,y,n,n,n,"map, chemicals, plasma ball, goggles, ",n,n,cabinets,y,n,n,m,don't know,P,NAV32,n,n,n,n,n,n,n,n,n,n,"observatory, telescope, winter, snow",n,n,n,n,n,y(telescope),no scientist,don't know,P
Navarrete,NAV33,n,y,n,n,y,n,y,n,n,n,"graduated cylinder, beaker, gloves",n,n,"sink, cabinets",n,n,n,m,don't know,E,NAV33,n,n,n,n,n,n,y,n,n,n,"van de graaff, chemicals, dry ice",y,n,"bookcase, desk",y,n,n,f,don't know,P,NAV33,y,n,n,n,n,n,y,n,n,n,lamp,y,n,shelves,y,n,n,f,don't know,N
Navarrete,NAV34,n,n,n,n,n,n,n,n,n,n,"wall-e robots, city, ""Axeom"" spaceship, sun ",n,n,n,n,y(Wall-E robots),n,m,don't know,P,NAV34,n,n,n,n,n,n,n,n,n,n,"tornado, city, ",n,n,n,n,n,n,m,don't know,P,NAV34,n,n,n,n,n,n,n,n,n,n,"space, black hole, spaceship",n,n,n,n,n,y(spaceship),m,don't know,P
Navarrete,NAV35,y,n,n,n,n,n,n,n,n,n,"static/electricty ball, box",n,y,shelves,n,n,n,m,don't know,N,NAV35,n,y,n,n,n,n,y,n,n,n,"dry ice, chemicals, other scientists",n,y,n,y,n,n,m (f in background),don't know,P,NAV35,n,y,n,n,n,n,n,n,n,n,plasma ball,n,n,desks,n,n,n,m,don't know,P
Navarrete,NAV36,n,n,n,n,y,y,y,n,n,n,"chemicals, goggles",n,n,n,y,n,n,m,don't know,"E,N",NAV36,n,y,n,n,y,n,n,n,n,n,"dry ice, liquid nitrogen, mentos and coke",n,n,desk,n,n,n,m,don't know,"E,P",NAV36,n,n,n,n,n,n,n,n,n,n,"coca cola, experiment, computer, mad scientist",n,n,desk ,n,n,y(computer),m,don't know,E
Navarrete,NAV37,y,n,n,n,n,n,y,n,n,n,"monster creation, bubbling, chemicals, warnings, goggles",n,n,"cabinets,desk",y,n,n,m,don't know,"N,S",NAV37,y,y,n,n,n,n,y,n,n,n,"monster creation, warnings, chemicals, bubbling, liquid nitrogen",n,n,desk,y,y(can't tell),n,m,don't know,"N,S",NAV37,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV38,y,n,n,n,n,y,y,n,n,n,"lightning, frankenstein revival, chemicals, goggles",n,n,bookshelf,y,n,n,f,don't know,"S,N",NAV38,y,n,n,n,n,y,y,n,n,n,"frankstein revival, lightning, chemicals, science book, goggles",y,n,bookshelf,y,n,n,f,don't know,"N,S",NAV38,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV39,n,y,n,n,n,n,y,n,n,n,"fan, ""tank"", bubbling, chemicals, slime",n,n,table,y,n,n,m,don't know,P,NAV39,n,y,n,n,n,n,y,n,n,n,"chemicals, slime, fan, ",n,n,table,y,n,n,m,don't know,P,NAV39,n,n,n,n,y,y,n,n,n,n,"electricity, plasma ball, poisons",n,n,shelves,y,n,n,m,don't know,"E,S"
Navarrete,NAV40,n,n,n,n,n,n,y,n,n,n,"beaker, remotes (?), dog, chemicals",n,n,shelves,y,n,n,m,don't know,N,NAV40,n,n,n,n,n,y,y,n,n,n,"dog, van de graff, remotes(?), chemicals",n,n,"desk, shelves",y,n,n,m,don't know,N,NAV40,y,n,y,n,n,n,n,n,n,n,high tech wheelchair,n,n,n,n,n,y(high tech wheelchair),m,don't know,P
Navarrete,NAV41,n,n,n,n,n,n,y,n,n,n,"beaker, chemicals, laser eyes?",n,n,desk,y,y(can't tell),n,m,don't know,"N,S",NAV41,n,n,n,n,n,n,n,n,n,n,"computer, tv, engineering, intel, drive club vr",n,n,desk,n,"y(computer, tv)",n,m,don't know,N,NAV41,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV42,n,y,n,n,n,y,y,n,n,n,"""posins"", bowls, slime, tank chemicals, bubbling, fan ",n,n,desk,y,n,n,m,don't know,P,NAV42,n,n,n,n,n,n,y,n,n,n,"chemicals, fizzing, fan/flower?",n,n,"desk, sink",y,n,n,f,don't know,P,NAV42,n,n,n,n,n,y,n,n,n,n,"slime shop, bowls",n,n,"drawers, table",n,n,n,m,don't know,P
Navarrete,NAV43,n,y,n,n,n,n,y,n,n,n,"chemicals, balance, bubbling, robot, tools",n,n,desk,y,n,n,m,don't know,P,NAV43,n,y,n,y,n,n,n,n,n,n,"van de graaff, tire, robot, ",n,n,shelves,n,n,n,m,don't know,P,NAV43,n,n,n,n,n,n,n,n,n,n,"blackboard/whiteboard, equations",n,n,whiteboard/chalkboard,n,n,n,m,don't know,P
Navarrete,NAV44,n,n,n,n,n,n,y,n,n,n,"chemicals, bubbling, slime, explosion",n,n,desk,y,n,n,f,don't know,N,NAV44 ,n,y,n,n,n,n,y,n,n,n,"fan, liquid nitrogen, bubbling, chemicals",n,n,desk,y,n,n,m,don't know,N,NAV44,n,y,n,n,n,n,n,n,n,n,"plants, tree, beakers, pots",n,n,"drawers, table",n,n,n,m,don't know,P
Navarrete,NAV45,y,n,n,n,n,y,y,n,n,n,"lava lamp, chemicals, bubbling, math, sundial, cat",n,n,desk,y,y(computer),n,f,don't know,P,NAV45,y,n,n,n,n,n,y,n,n,n,"fumes, chemicals",n,n,n,y,n,n,f,don't know,N,NAV45,n,n,n,n,n,n,n,n,n,n,"tools, car, mechanic",n,n,"bookshelf, workbench",n,y(car),n,f,don't know,P
Navarrete,NAV46,y,n,n,n,n,y,y,n,n,n,"lamp, chemicals",n,n,desk,y,n,n,f,don't know,P,NAV46,n,n,n,n,n,n,y,n,n,n,"lever, chemical explosion, atom shirt",n,n,n,y,n,n,f,don't know,P,NAV46,y,n,n,n,n,n,n,n,n,n,"beakers, chloride, reaction",n,n,table,y,n,n,f,don't know,N
Navarrete,NAV47,n,y,n,n,n,n,n,y,n,n,"telescope, rocks, satellite, space",n,n,"desk, shelves",n,y,n,f,don't know,P,NAV47,n,y,n,n,n,y,y,n,n,n,"radioactivity sign, dish",n,n,desk,y,y,"radioactivity sign, machiene",f,don't know,P,NAV47,y,y,n,n,n,y,y,n,n,n,"rocks, geodes, bubblling, chemicals",n,n,workbench,y,n,n,f,don't know,P
Navarrete,NAV48,y,y,n,n,n,n,n,n,n,n,machines,n,n,"calculations, numbers",n,y,n,f,don't know,P,NAV48,n,y,n,n,n,y,y,n,n,n,"signs, screens",n,n,desk,y,y,n,f,don't know,P,NAV48,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV49,y,y,n,n,n,n,n,n,n,y,n,n,n,"desk, light",n,y,n,f,don't know,P,NAV49,n,y,n,n,y,n,n,y,n,y,"robot, tools",n,y,tools,n,y,n,f,don't know,E,NAV49,n,n,n,n,n,n,y,y,n,n,"chemicals, planetary model",n,n,"bookshelves, workbench",y,n,n,f,don't know,P
Navarrete,NAV50,n,n,n,n,n,y,y,y,n,y,bubbles,n,n,desks,y,n,aquarium,m,don't know,P,NAV50,n,n,n,n,n,y,n,n,n,y,aquarium,n,y,aquarium,y,n,n,m,don't know,N,NAV50,n,n,n,n,n,y,n,n,n,n,"fish tank, hand on display?, bubbling, chemicals",n,n,tables,y,n,n,m,don't know,"N,S"
Navarrete,NAV51,n,y,n,y,y,n,y,n,n,n,robot,n,n,desk,y,y,n,m,don't know,E,NAV51,n,y,n,n,n,n,y,n,n,n,robot,n,n,sicence fair sign,y,y,n,m,don't know,P,NAV51,n,n,n,n,n,n,n,n,n,n,"radiometer, flashlight, science is fun presentation, audience",n,n,table ,n,n,n,m,don't know,P
Navarrete,NAV52,y,y,n,n,n,y,y,y,n,y(parasites),"bubbles, computres",n,n,"computers, thinking bubbles",y,y,time machines,m,don't know,P,NAV52,N,y,n,n,n,n,n,n,n,n,electricity,n,n,n,n,y,electricity,m,don't know,E,NAV52,n,y,n,n,n,n,n,y,n,n,"bacteria, cancer research, heat/electrivity apparatus",n,n,"desk, tables",n,n,y(computer),f,don't know,P
Navarrete,NAV53,n,n,n,n,n,n,n,n,n,y,scuba equipment,n,n,n,n,y,n,don't know,don't know,P,NAV53,n,n,n,n,n,n,n,n,n,y,scuba equipment,n,n,n,n,y,n,don't know,don't know,P,NAV53,n,n,n,n,n,y,n,n,n,n,"bucket, chemicals",n,n,table,y,n,n,can't tell,don't know,N 
Navarrete,NAV54,y,n,n,n,y,n,n,n,n,n,static/electricty ball,n,n,elericity effects :hair standing,n,y,n,don't know,don't know,E,NAV54,y,y,n,n,n,y,y,n,y,n,"tubing, bulb",n,n,bubbles,y,y,n,female,don't know,p,NAV54,n,n,n,n,n,n,y,n,n,n,flashlight,n,n,workbench,n,n,n,f,don't know,P
Navarrete,NAV55,y,n,n,n,n,y,y,n,n,n,bubbles,n,n,bubbles,y,y,n,f,don't know,P,NAV55,n,n,n,n,n,n,y,n,n,n,"liquid nitrogen, robot",n,n,"robot, bubbles",y,y,n,don't know,don't know,E,NAV55,n,n,n,n,n,n,y,n,n,n,"computer, chemicals, vapor",n,n,desk ,y,n,n,f,don't know,N
Navarrete,NAV56,n,n,n,n,n,n,n,n,n,n,chemicals,n,n,n,n,n,n,f,don't know,P,NAV56,n,n,n,n,n,y,n,n,n,n,liquid nitrogen,n,y,"bench, fume hood",y,y,n,f,don't know,P,NAV56,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV57,y,y,n,n,n,n,n,n,n,n,"flying car, electric rod?",n,n,cords/cables,n,y,n,f,don't know,P,NAV57,n,y,n,y,n,y,y,n,n,n,robot,n,n,"robot, beaker",y,y,n,f,don't know,P,NAV57,y,y,n,n,n,n,y,n,y,n,"beakers, chemicals, bubbling,vapor, plants",n,n,"workbench, shelf",y,n,n,f,don't know,P
Navarrete,NAV58,y,y,n,y,n,y,n,n,y,n,"robit, paperwork",y,y,equipment parts,n,y,n,f,don't know,p,NAV58,Y,y,n,n,n,y,n,n,n,n,"robot, static electricty globe, fan",n,y,desk,n,y,charts and tables,f,don't know,P,NAV58,no secondary post data ,,,,,,,,,,,,,,,,,,,
Navarrete,NAV59,n,y,n,y,n,n,n,n,n,n,circucit,n,n,circuit,n,n,n,m,dont know,n,NAV59,y,y,n,n,n,n,y,n,y,n,liquid nitrogen,n,n,desk,y,y,electron sign,m,don't know,P,NAV59,y,n,n,y,n,y,y,n,n,n,"chemicals, ""R,Y,B colors"", vapor, box of stuff",n,n,table,y,n,n,m,don't know,N
Navarrete,NAV60,y,y,n,n,y,y,n,n,n,n,car on jack,n,n,n,y,y,n, m,white,E ,NAV60,y,y,n,n,y,y,n,n,n,n,"flying car, rocket boots",n,n,n,y,y,n,m,white,e,NAV60,n,n,n,n,n,n,n,n,n,n,"flying machine, plasma ball",n,n,table,n,y(flying machine),n,m,don't know,P
